StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,Q1,Q2,Q3,Q4,Q4_7_TEXT,Q5,Q5_6_TEXT,Q6,Q6_1_TEXT,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q15
2023-11-07 13:32:11,2023-11-07 13:34:33,IP Address,100,141,True,2023-11-07 13:34:34,R_302wTQVYC64V764,qr,EN,"Yes, I want to participate",21,Senior student,Hispanic or Latino,Woman,,Consistently liberal,,Zip Code,02135,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,2,3,4,5,6,7,if we know where it’s coming from exactly and be able to rely on whose telling us as well,,2-6 glasses per day
2023-11-07 13:32:03,2023-11-07 13:35:01,IP Address,100,177,True,2023-11-07 13:35:01,R_1jjkv6l4PyfiPnq,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Woman,,Mixed,,Zip Code,02125,,Tap water,Yes,Public Supply,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,2,1,3,4,7,5,6,"If it tasted like purified water ",Yes,7-12 glasses per
2023-11-07 13:31:40,2023-11-07 13:35:07,IP Address,100,206,True,2023-11-07 13:35:07,R_2E3JWQJlFhISBCH,qr,EN,"Yes, I want to participate",23,Junior student,Asian,Man,,Mostly liberal,,Zip Code,02169,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,"Awareness of where the water is coming from and how it’s filtered ",Yes,2-6 glasses per day
2023-11-07 13:32:03,2023-11-07 13:35:21,IP Address,100,197,True,2023-11-07 13:35:21,R_3fW7FqlpzqfrTsN,qr,EN,"Yes, I want to participate",22,Senior student,"White/Caucasian,Hispanic or Latino",Man,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,"If it were ph tested on a weekly basis ",,2-6 glasses per day
2023-11-07 13:28:51,2023-11-07 13:35:22,IP Address,100,390,True,2023-11-07 13:35:22,R_rkjqoh6I1suLnFf,qr,EN,"Yes, I want to participate",20,Junior student,"Black or African American,White/Caucasian",Man,,Other,"Leftist ",Zip Code,02125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,3,2,1,5,7,4,6,"Campaigns to swap out entire drinking water piping systems. The prevalence of lead in our drinking pipes historically has forever altered my trust ",Yes,7-12 glasses per
2023-11-07 13:34:07,2023-11-07 13:35:33,IP Address,100,86,True,2023-11-07 13:35:34,R_1ls1USswdk7mqyj,qr,EN,"Yes, I want to participate",19,Freshman student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Yes,7-12 glasses per
2023-11-07 13:33:31,2023-11-07 13:35:39,IP Address,100,128,True,2023-11-07 13:35:40,R_1jQaEPWXALo4UAY,qr,EN,"Yes, I want to participate",19,Sophomore student,Asian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,4,6,2,5,3,7,1,"a filter ",,Less than 2 glasses per day
2023-11-07 13:32:25,2023-11-07 13:35:48,IP Address,100,203,True,2023-11-07 13:35:49,R_dgras5GNVeSTQNH,qr,EN,"Yes, I want to participate",18,Freshman student,Black or African American,Man,,Mostly liberal,,Zip Code,01845,,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,3,1,2,7,5,6,4,if more information was given on the safety of tap water in my area,No,2-6 glasses per day
2023-11-07 13:33:38,2023-11-07 13:35:49,IP Address,100,131,True,2023-11-07 13:35:50,R_2BnzN7u1jps05D3,qr,EN,"Yes, I want to participate",33,Senior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,01833,Yes,Plastic bottled water,Yes,Well,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,,,,Stricter water laws,,7-12 glasses per
2023-11-07 13:32:14,2023-11-07 13:35:55,IP Address,100,221,True,2023-11-07 13:35:55,R_3EFsy1XfrxDJS2e,qr,EN,"Yes, I want to participate",21,Freshman student,White/Caucasian,Man,,Mostly conservative,,,,,Tap water,Yes,Public Supply,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,6,3,1,7,2,4,,Yes,7-12 glasses per
2023-11-07 13:34:37,2023-11-07 13:36:02,IP Address,100,85,True,2023-11-07 13:36:03,R_1QaLfT2PubYeKf6,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02062,No,Tap water,Yes,Public Supply,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1,6,3,4,2,5,7,,Yes,7-12 glasses per
2023-11-07 13:34:10,2023-11-07 13:36:17,IP Address,100,126,True,2023-11-07 13:36:17,R_2QnfJxTZkXm7HeO,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,19073,No,Tap water,Yes,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,3,5,1,2,6,7,4,,Yes,7-12 glasses per
2023-11-07 13:33:14,2023-11-07 13:36:29,IP Address,100,195,True,2023-11-07 13:36:30,R_3fjJsSS4YYsD4gu,qr,EN,"Yes, I want to participate",19,Sophomore student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,Yes,,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,2,3,4,6,7,5,1,"accurate testing of water ",,2-6 glasses per day
2023-11-07 13:33:34,2023-11-07 13:36:31,IP Address,100,177,True,2023-11-07 13:36:32,R_2uBQKaJsqjMzPon,qr,EN,"Yes, I want to participate",26,Junior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,"02145 ",Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,1,2,6,4,7,3,"Knowing the quality of the pipes and what’s added to the water ",Yes,13 or more glasses per day
2023-11-07 13:34:07,2023-11-07 13:37:06,IP Address,100,179,True,2023-11-07 13:37:06,R_3nIveLSdBaJPOzc,qr,EN,"Yes, I want to participate",18,Freshman student,Asian,Woman,,Prefer not to answer,,Zip Code,02184,No,Plastic bottled water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,2-6 glasses per day
2023-11-07 13:34:13,2023-11-07 13:37:07,IP Address,100,174,True,2023-11-07 13:37:08,R_3CHQ5iLQk1PIi8C,qr,EN,"Yes, I want to participate",18,Freshman student,"White/Caucasian,Hispanic or Latino",Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,2,4,1,3,5,6,7,n/A,,2-6 glasses per day
2023-11-07 13:33:47,2023-11-07 13:37:11,IP Address,100,204,True,2023-11-07 13:37:12,R_1Ffx2Jo1Usijbdz,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Woman,,Mixed,,Zip Code,02125,Yes,Plastic bottled water,Yes,Well,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4,5,3,2,6,7,1,"Information ",,7-12 glasses per
2023-11-07 13:33:49,2023-11-07 13:37:12,IP Address,100,202,True,2023-11-07 13:37:12,R_3EsYvblshOjcybR,qr,EN,"Yes, I want to participate",18,Freshman student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02125,Yes,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,1,2,4,6,5,3,7,"Filters. ",,7-12 glasses per
2023-11-07 13:33:43,2023-11-07 13:37:18,IP Address,100,215,True,2023-11-07 13:37:18,R_3PBCmBR5eIpyDkd,qr,EN,"Yes, I want to participate",18,Freshman student,White/Caucasian,Woman,,Mostly liberal,,,,Yes,Plastic bottled water,No,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,3,7,5,1,2,4,6,idk,,2-6 glasses per day
2023-11-07 13:33:05,2023-11-07 13:37:31,IP Address,100,266,True,2023-11-07 13:37:32,R_1P2iqsAaCJ17brZ,qr,EN,"Yes, I want to participate",21,Junior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02143,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,3,4,1,5,6,7,2,If there were zero risk of lead poisoning from the pipes,,2-6 glasses per day
2023-11-07 13:36:13,2023-11-07 13:38:22,IP Address,100,128,True,2023-11-07 13:38:22,R_28B9xirUAIQ9YLH,qr,EN,"Yes, I want to participate",30,Senior student,White/Caucasian,Man,,Consistently liberal,,Zip Code,01519,Yes,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,,,,,Monthly reports,Yes,2-6 glasses per day
2023-11-07 13:36:13,2023-11-07 13:38:35,IP Address,100,141,True,2023-11-07 13:38:35,R_W87ZY4iJwEWDNo5,qr,EN,"Yes, I want to participate",40,Master's student,Asian,Man,,Mostly conservative,,Zip Code,02145,No,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,7,4,2,5,6,3,,Yes,2-6 glasses per day
2023-11-07 13:35:22,2023-11-07 13:38:59,IP Address,100,216,True,2023-11-07 13:39:00,R_2wb46ByOXqcrtQm,qr,EN,"Yes, I want to participate",18,Sophomore student,White/Caucasian,Man,,Mixed,,,,No,Tap water,Yes,Well,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2,3,1,7,5,4,6,Knowing more about the quality and process the water takes before it reaches my house,,7-12 glasses per
2023-11-07 13:36:59,2023-11-07 13:39:19,IP Address,100,139,True,2023-11-07 13:39:19,R_2WMc4suqGbYnlsJ,qr,EN,"Yes, I want to participate",21,Senior student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02125,No,Tap water,Yes,,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,3,1,4,2,6,7,5,,Yes,2-6 glasses per day
2023-11-07 13:35:31,2023-11-07 13:39:54,IP Address,100,263,True,2023-11-07 13:39:55,R_1pQgwkGbdi4Qs16,qr,EN,"Yes, I want to participate",20,Sophomore student,Asian,Woman,,Mostly liberal,,Zip Code,02171,No,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Yes,2-6 glasses per day
2023-11-07 13:36:21,2023-11-07 13:40:16,IP Address,100,235,True,2023-11-07 13:40:16,R_usrNKJY0E3Wkgj7,qr,EN,"Yes, I want to participate",34,Master's student,"White/Caucasian,Hispanic or Latino",Man,,Mixed,,Zip Code,02141,,Tap water,No,Public Supply,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,2,5,3,1,7,4,6,Brita,No,7-12 glasses per
2023-11-07 13:35:37,2023-11-07 13:40:28,IP Address,100,291,True,2023-11-07 13:40:29,R_9BvPlwI3Cz1MXux,qr,EN,"Yes, I want to participate",20,Junior student,Black or African American,Woman,,Mixed,,Zip Code,02184,,Plastic bottled water,No,Well,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,4,2,3,6,5,7,1,"if we were provided with proper water filters for all sinks in the home including the filter for the showers ",,Less than 2 glasses per day
2023-11-07 13:38:19,2023-11-07 13:40:29,IP Address,100,130,True,2023-11-07 13:40:29,R_1EWLlglq5tPsySv,qr,EN,"Yes, I want to participate",18,Freshman student,Asian,Transgender man,,Prefer not to answer,,Prefer not to answer,,No,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,,,,,,,,,,7-12 glasses per
2023-11-07 13:38:25,2023-11-07 13:40:40,IP Address,100,135,True,2023-11-07 13:40:41,R_3Magh6hMIQNlL8M,qr,EN,"Yes, I want to participate",19,Sophomore student,Asian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,2,1,5,3,6,4,7,Filtering it,,2-6 glasses per day
2023-11-07 13:37:35,2023-11-07 13:40:44,IP Address,100,188,True,2023-11-07 13:40:44,R_Xw6NZQuQVYW24tr,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Gender not listed. My gender is,Female,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Well,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,,,,,,,"More information on it ",,2-6 glasses per day
2023-11-07 13:38:58,2023-11-07 13:40:44,IP Address,100,105,True,2023-11-07 13:40:44,R_2PAnRwv8LfNZRuf,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Man,,Mostly liberal,,Zip Code,02021,No,Tap water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,2,5,3,4,6,7,1,,No,7-12 glasses per
2023-11-07 13:39:11,2023-11-07 13:40:49,IP Address,100,98,True,2023-11-07 13:40:49,R_3nuwGCCOTVrA4rY,qr,EN,"Yes, I want to participate",18,Freshman student,"White/Caucasian,Hispanic or Latino",Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,3,2,1,4,6,5,7,,Yes,2-6 glasses per day
2023-11-07 13:38:50,2023-11-07 13:40:59,IP Address,100,128,True,2023-11-07 13:40:59,R_3nBhFSn6wGZiN5Z,qr,EN,"Yes, I want to participate",19,Sophomore student,White/Caucasian,Man,,Mixed,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,Knowing where it came from and how it got to my tap,,2-6 glasses per day
2023-11-07 13:36:42,2023-11-07 13:41:18,IP Address,100,276,True,2023-11-07 13:41:18,R_3p4ipaYHl7H3TIH,qr,EN,"Yes, I want to participate",39,Other,White/Caucasian,Man,,Mostly liberal,,Prefer not to answer,,Yes,Tap water,No,Public Supply,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,3,2,4,6,7,1,5,More community engagement.,Yes,2-6 glasses per day
2023-11-07 13:38:55,2023-11-07 13:41:19,IP Address,100,143,True,2023-11-07 13:41:19,R_3jUR9eHM1EWqSGY,qr,EN,"Yes, I want to participate",21,Junior student,Hispanic or Latino,Non-binary,,Consistently liberal,,Prefer not to answer,,Yes,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,,,,,"Knowing what’s in the water ",,2-6 glasses per day
2023-11-07 13:38:32,2023-11-07 13:41:58,IP Address,100,205,True,2023-11-07 13:41:58,R_yD3QXN6F4ElTIbf,qr,EN,"Yes, I want to participate",21,Senior student,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,02148,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,6,7,4,5,2,3,1,Knowing exactly where it came from and how it got to my tal,,2-6 glasses per day
2023-11-07 13:30:51,2023-11-07 13:42:04,IP Address,100,673,True,2023-11-07 13:42:05,R_27fniIiUzT1E6hf,qr,EN,"Yes, I want to participate",22,Sophomore student,Black or African American,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,3,1,2,6,5,4,7,,,2-6 glasses per day
2023-11-07 13:38:05,2023-11-07 13:42:52,IP Address,100,286,True,2023-11-07 13:42:52,R_1QuXuok3aM87BQu,qr,EN,"Yes, I want to participate",18,Sophomore student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02382,No,Tap water,Yes,Public Supply,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,1,6,3,5,4,2,7,"My brita filter ",Yes,Less than 2 glasses per day
2023-11-07 13:45:32,2023-11-07 13:46:00,IP Address,100,28,True,2023-11-07 13:46:01,R_2QEb7H4JTIhXonj,qr,EN,"No, I don't want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-07 13:35:30,2023-11-07 13:47:44,IP Address,100,734,True,2023-11-07 13:47:45,R_TkgjtCw8FOgnEn7,qr,EN,"Yes, I want to participate",23,Senior student,Black or African American,Non-binary,,Consistently liberal,,Zip Code,02134,,Plastic bottled water,Yes,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,4,7,1,6,3,5,2,Learning about my current home's pipe system and filtering equipment. The place is very old.,,Less than 2 glasses per day
2023-11-07 13:46:51,2023-11-07 13:48:04,IP Address,100,72,True,2023-11-07 13:48:05,R_1eXA08cpCzX7EUx,qr,EN,"Yes, I want to participate",18,Freshman student,Black or African American,Woman,,Mostly conservative,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,2-6 glasses per day
2023-11-07 13:45:32,2023-11-07 13:48:08,IP Address,100,155,True,2023-11-07 13:48:09,R_42bK9uRJM7vkZj3,qr,EN,,29,Master's student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,,,,,,Yes,2-6 glasses per day
2023-11-07 13:46:33,2023-11-07 13:48:13,IP Address,100,100,True,2023-11-07 13:48:14,R_1la7qFw3qmXmSJ8,qr,EN,"Yes, I want to participate",19,Sophomore student,White/Caucasian,Man,,Mostly liberal,,Zip Code,02062,No,Plastic bottled water,No,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,2,6,1,3,5,7,4,"More transparency with government ",,7-12 glasses per
2023-11-07 13:45:59,2023-11-07 13:48:31,IP Address,100,151,True,2023-11-07 13:48:31,R_XNXnCuxcC2PdrgJ,qr,EN,"Yes, I want to participate",22,Senior student,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,02333,,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,7-12 glasses per
2023-11-07 13:47:23,2023-11-07 13:49:03,IP Address,100,100,True,2023-11-07 13:49:04,R_2P59EfQ8Iq7POd4,qr,EN,"Yes, I want to participate",23,Junior student,Asian,Man,,Prefer not to answer,,Prefer not to answer,,No,Tap water,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,2,3,4,5,6,7,Public data,Yes,2-6 glasses per day
2023-11-07 13:46:57,2023-11-07 13:49:26,IP Address,100,149,True,2023-11-07 13:49:27,R_YbNNBPfoBKFPc3v,qr,EN,"Yes, I want to participate",19,Freshman student,Black or African American,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Well,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,2-6 glasses per day
2023-11-07 13:45:59,2023-11-07 13:49:28,IP Address,100,208,True,2023-11-07 13:49:28,R_2dy9RuW7m5fjjVY,qr,EN,"Yes, I want to participate",21,Freshman student,Asian,Woman,,Mostly conservative,,Zip Code,02125,Yes,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,,,,,,,,color,No,2-6 glasses per day
2023-11-07 13:46:31,2023-11-07 13:49:32,IP Address,100,180,True,2023-11-07 13:49:32,R_3I9kYsaxAX9ah0M,qr,EN,"Yes, I want to participate",21,Junior student,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,7,2,3,5,6,4,1,Constant reminders to build my trust.,,Less than 2 glasses per day
2023-11-07 13:46:33,2023-11-07 13:49:37,IP Address,100,183,True,2023-11-07 13:49:37,R_3s1wGuIYx5ZVLoc,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Mixed,,Prefer not to answer,,No,Plastic bottled water,No,,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,2-6 glasses per day
2023-11-07 13:45:50,2023-11-07 13:49:38,IP Address,100,228,True,2023-11-07 13:49:38,R_2aL8DSysY9nop2P,qr,EN,"Yes, I want to participate",24,Master's student,Asian,Man,,Prefer not to answer,,Prefer not to answer,,No,Tap water,No,Public Supply,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,2,6,5,7,1,"People’s opinion ",No,2-6 glasses per day
2023-11-07 13:48:23,2023-11-07 13:49:39,IP Address,100,75,True,2023-11-07 13:49:39,R_10uw2ndtKHLgle4,qr,EN,"Yes, I want to participate",20,Senior student,Asian,Man,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,7-12 glasses per
2023-11-07 13:45:34,2023-11-07 13:49:40,IP Address,100,246,True,2023-11-07 13:49:40,R_sdvUQ8YVnCT1BBf,qr,EN,"Yes, I want to participate",24,Master's student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,,,,,,,,,No,2-6 glasses per day
2023-11-07 13:45:53,2023-11-07 13:49:44,IP Address,100,231,True,2023-11-07 13:49:45,R_1l3O919iKIvwh23,qr,EN,"Yes, I want to participate",18,Freshman student,White/Caucasian,Woman,,Mixed,,Zip Code,02125,,Plastic bottled water,Yes,Public Supply,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,2,7,1,6,4,3,5,"consistently updated scientific data on the quality of tap water as well as confirmed knowledge that taps are being cleaned/changed regularly ",,7-12 glasses per
2023-11-07 13:47:27,2023-11-07 13:49:47,IP Address,100,139,True,2023-11-07 13:49:47,R_27ahWVkZo7MQXAf,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,3,2,1,4,5,6,7,,Yes,2-6 glasses per day
2023-11-07 13:46:23,2023-11-07 13:49:50,IP Address,100,206,True,2023-11-07 13:49:51,R_2fy3vDJHdr6w3lA,qr,EN,"Yes, I want to participate",24,Senior student,Prefer not to answer,Woman,,Prefer not to answer,,Zip Code,02142,No,Tap water,Yes,Well,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,No,2-6 glasses per day
2023-11-07 13:47:16,2023-11-07 13:49:54,IP Address,100,157,True,2023-11-07 13:49:55,R_3PLvUNZHLDItyHm,qr,EN,"Yes, I want to participate",25,Other,Asian,Man,,Mostly liberal,,Zip Code,02169,,Tap water,Yes,,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,filtering and safety regulations,Yes,2-6 glasses per day
2023-11-07 13:45:34,2023-11-07 13:50:02,IP Address,100,267,True,2023-11-07 13:50:02,R_XsNZcTDrSSulU0F,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Man,,Consistently liberal,,Zip Code,02132,No,Tap water,Yes,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,,,,,,,Using one of those filter things that you put on the tap.,Yes,2-6 glasses per day
2023-11-07 13:48:04,2023-11-07 13:50:37,IP Address,100,152,True,2023-11-07 13:50:38,R_3L609pSbBVr4TG8,qr,EN,"Yes, I want to participate",23,Master's student,Asian,Man,,Mixed,,Zip Code,02125,,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,7-12 glasses per
2023-11-07 13:47:00,2023-11-07 13:50:40,IP Address,100,220,True,2023-11-07 13:50:40,R_w4Rd48CHRUC2e9b,qr,EN,"Yes, I want to participate",19,Freshman student,Black or African American,Woman,,Prefer not to answer,,Zip Code,02118,No,Plastic bottled water,Yes,Public Supply,,,,,,1,2,3,5,6,7,4,,,2-6 glasses per day
2023-11-07 13:46:44,2023-11-07 13:50:52,IP Address,100,247,True,2023-11-07 13:50:52,R_3h6IldybQaKZLSL,qr,EN,"Yes, I want to participate",22,Other,Hispanic or Latino,Woman,,Consistently liberal,,Zip Code,02151,No,Glass bottled/canned/boxed water,Yes,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,5,4,6,3,7,2,1,"I don’t know ",,7-12 glasses per
2023-11-07 13:48:34,2023-11-07 13:51:01,IP Address,100,146,True,2023-11-07 13:51:02,R_1I60ncjB6onK1YU,qr,EN,"Yes, I want to participate",23,Junior student,Prefer not to answer,Man,,Consistently conservative,,Zip Code,02072,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,1,3,2,7,5,4,6,"Idk ",,7-12 glasses per
2023-11-07 13:47:02,2023-11-07 13:51:07,IP Address,100,244,True,2023-11-07 13:51:07,R_RlEr0Oq1lOfq3fP,qr,EN,"Yes, I want to participate",19,Freshman student,Black or African American,Man,,Mostly conservative,,Zip Code,02150,No,Plastic bottled water,No,Public Supply,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2,4,5,3,6,1,7,"making the taste better ",,2-6 glasses per day
2023-11-07 13:47:13,2023-11-07 13:51:14,IP Address,100,240,True,2023-11-07 13:51:14,R_CevC4sAgl4hjtV7,qr,EN,"Yes, I want to participate",19,Freshman student,Black or African American,Man,,Prefer not to answer,,Zip Code,02121,No,Plastic bottled water,No,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,1,2,3,6,7,5,4,if there was more transparency on the subject,,2-6 glasses per day
2023-11-07 13:49:22,2023-11-07 13:51:19,IP Address,100,116,True,2023-11-07 13:51:19,R_2bJKUvZ7sQKU5IG,qr,EN,"Yes, I want to participate",20,Junior student,"Asian,White/Caucasian",Man,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,No,Well,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,7-12 glasses per
