StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,Age,SchoolYear,Race,Gender,GenderOther,PoliticalAffil,PoliticalOther,Q6,ZipCode,QualIssues,PrimarySource,WaterBottle,HomeSource,HomeTapSafe,CampusTapSafe,PlasticBottleSafe,GovtReliable,ChoiceOtherCommunity,RankTaste,RankAppearance,RankHealth,RankConvenience,RankEnvironment,RankCost,RankSource,OpenResponse1,FilterYesNo,DailyQuantity
11/7/2023 13:35,11/7/2023 13:38,IP Address,100,216,TRUE,11/7/2023 13:39,R_2wb46ByOXqcrtQm,qr,EN,"Yes, I want to participate",18,Sophomore,White/Caucasian,Man,,Mixed,,,,No,Tap water,Yes,Well,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2,3,1,7,5,4,6,Knowing more about the quality and process the water takes before it reaches my house,,7-12 glasses per
11/7/2023 13:36,11/7/2023 13:39,IP Address,100,139,TRUE,11/7/2023 13:39,R_2WMc4suqGbYnlsJ,qr,EN,"Yes, I want to participate",21,Senior,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2125,No,Tap water,Yes,,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,3,1,4,2,6,7,5,,Yes,2-6 glasses per day
11/7/2023 13:35,11/7/2023 13:39,IP Address,100,263,TRUE,11/7/2023 13:39,R_1pQgwkGbdi4Qs16,qr,EN,"Yes, I want to participate",20,Sophomore,Asian,Woman,,Mostly liberal,,Zip Code,2171,No,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Yes,2-6 glasses per day
11/7/2023 13:36,11/7/2023 13:40,IP Address,100,235,TRUE,11/7/2023 13:40,R_usrNKJY0E3Wkgj7,qr,EN,"Yes, I want to participate",34,Master,"White/Caucasian,Hispanic or Latino",Man,,Mixed,,Zip Code,2141,,Tap water,No,Public Supply,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,2,5,3,1,7,4,6,Brita,No,7-12 glasses per
11/7/2023 13:35,11/7/2023 13:40,IP Address,100,291,TRUE,11/7/2023 13:40,R_9BvPlwI3Cz1MXux,qr,EN,"Yes, I want to participate",20,Junior,Black or African American,Woman,,Mixed,,Zip Code,2184,,Plastic bottled water,No,Well,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,4,2,3,6,5,7,1,if we were provided with proper water filters for all sinks in the home including the filter for the showers ,,Less than 2 glasses per day
11/7/2023 13:38,11/7/2023 13:40,IP Address,100,130,TRUE,11/7/2023 13:40,R_1EWLlglq5tPsySv,qr,EN,"Yes, I want to participate",18,Freshman,Asian,Transgender man,,Prefer not to answer,,Prefer not to answer,,No,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,,,,,,,,,,7-12 glasses per
11/7/2023 13:38,11/7/2023 13:40,IP Address,100,135,TRUE,11/7/2023 13:40,R_3Magh6hMIQNlL8M,qr,EN,"Yes, I want to participate",19,Sophomore,Asian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,2,1,5,3,6,4,7,Filtering it,,2-6 glasses per day
11/7/2023 13:37,11/7/2023 13:40,IP Address,100,188,TRUE,11/7/2023 13:40,R_Xw6NZQuQVYW24tr,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Gender not listed. My gender is,Female,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Well,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,,,,,,,More information on it ,,2-6 glasses per day
11/7/2023 13:38,11/7/2023 13:40,IP Address,100,105,TRUE,11/7/2023 13:40,R_2PAnRwv8LfNZRuf,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Man,,Mostly liberal,,Zip Code,2021,No,Tap water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,2,5,3,4,6,7,1,,No,7-12 glasses per
11/7/2023 13:39,11/7/2023 13:40,IP Address,100,98,TRUE,11/7/2023 13:40,R_3nuwGCCOTVrA4rY,qr,EN,"Yes, I want to participate",18,Freshman,"White/Caucasian,Hispanic or Latino",Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,3,2,1,4,6,5,7,,Yes,2-6 glasses per day
11/7/2023 13:38,11/7/2023 13:40,IP Address,100,128,TRUE,11/7/2023 13:40,R_3nBhFSn6wGZiN5Z,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Man,,Mixed,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,Knowing where it came from and how it got to my tap,,2-6 glasses per day
11/7/2023 13:36,11/7/2023 13:41,IP Address,100,276,TRUE,11/7/2023 13:41,R_3p4ipaYHl7H3TIH,qr,EN,"Yes, I want to participate",39,Other,White/Caucasian,Man,,Mostly liberal,,Prefer not to answer,,Yes,Tap water,No,Public Supply,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,3,2,4,6,7,1,5,More community engagement.,Yes,2-6 glasses per day
11/7/2023 13:38,11/7/2023 13:41,IP Address,100,143,TRUE,11/7/2023 13:41,R_3jUR9eHM1EWqSGY,qr,EN,"Yes, I want to participate",21,Junior,Hispanic or Latino,Non-binary,,Consistently liberal,,Prefer not to answer,,Yes,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,,,,,Knowing what’s in the water ,,2-6 glasses per day
11/7/2023 13:38,11/7/2023 13:41,IP Address,100,205,TRUE,11/7/2023 13:41,R_yD3QXN6F4ElTIbf,qr,EN,"Yes, I want to participate",21,Senior,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,2148,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,6,7,4,5,2,3,1,Knowing exactly where it came from and how it got to my tal,,2-6 glasses per day
11/7/2023 13:30,11/7/2023 13:42,IP Address,100,673,TRUE,11/7/2023 13:42,R_27fniIiUzT1E6hf,qr,EN,"Yes, I want to participate",22,Sophomore,Black or African American,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,3,1,2,6,5,4,7,,,2-6 glasses per day
11/7/2023 13:38,11/7/2023 13:42,IP Address,100,286,TRUE,11/7/2023 13:42,R_1QuXuok3aM87BQu,qr,EN,"Yes, I want to participate",18,Sophomore,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2382,No,Tap water,Yes,Public Supply,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,1,6,3,5,4,2,7,My brita filter ,Yes,Less than 2 glasses per day
11/7/2023 13:45,11/7/2023 13:46,IP Address,100,28,TRUE,11/7/2023 13:46,R_2QEb7H4JTIhXonj,qr,EN,"No, I don't want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 13:35,11/7/2023 13:47,IP Address,100,734,TRUE,11/7/2023 13:47,R_TkgjtCw8FOgnEn7,qr,EN,"Yes, I want to participate",23,Senior,Black or African American,Non-binary,,Consistently liberal,,Zip Code,2134,,Plastic bottled water,Yes,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,4,7,1,6,3,5,2,Learning about my current home's pipe system and filtering equipment. The place is very old.,,Less than 2 glasses per day
11/7/2023 13:46,11/7/2023 13:48,IP Address,100,72,TRUE,11/7/2023 13:48,R_1eXA08cpCzX7EUx,qr,EN,"Yes, I want to participate",18,Freshman,Black or African American,Woman,,Mostly conservative,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:48,IP Address,100,155,TRUE,11/7/2023 13:48,R_42bK9uRJM7vkZj3,qr,EN,,29,Master,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,,,,,,Yes,2-6 glasses per day
11/7/2023 13:46,11/7/2023 13:48,IP Address,100,100,TRUE,11/7/2023 13:48,R_1la7qFw3qmXmSJ8,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Man,,Mostly liberal,,Zip Code,2062,No,Plastic bottled water,No,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,2,6,1,3,5,7,4,More transparency with government ,,7-12 glasses per
11/7/2023 13:45,11/7/2023 13:48,IP Address,100,151,TRUE,11/7/2023 13:48,R_XNXnCuxcC2PdrgJ,qr,EN,"Yes, I want to participate",22,Senior,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,2333,,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,7-12 glasses per
11/7/2023 13:47,11/7/2023 13:49,IP Address,100,100,TRUE,11/7/2023 13:49,R_2P59EfQ8Iq7POd4,qr,EN,"Yes, I want to participate",23,Junior,Asian,Man,,Prefer not to answer,,Prefer not to answer,,No,Tap water,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,2,3,4,5,6,7,Public data,Yes,2-6 glasses per day
11/7/2023 13:46,11/7/2023 13:49,IP Address,100,149,TRUE,11/7/2023 13:49,R_YbNNBPfoBKFPc3v,qr,EN,"Yes, I want to participate",19,Freshman,Black or African American,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Well,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:49,IP Address,100,208,TRUE,11/7/2023 13:49,R_2dy9RuW7m5fjjVY,qr,EN,"Yes, I want to participate",21,Freshman,Asian,Woman,,Mostly conservative,,Zip Code,2125,Yes,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,,,,,,,,color,No,2-6 glasses per day
11/7/2023 13:46,11/7/2023 13:49,IP Address,100,180,TRUE,11/7/2023 13:49,R_3I9kYsaxAX9ah0M,qr,EN,"Yes, I want to participate",21,Junior,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,7,2,3,5,6,4,1,Constant reminders to build my trust.,,Less than 2 glasses per day
11/7/2023 13:46,11/7/2023 13:49,IP Address,100,183,TRUE,11/7/2023 13:49,R_3s1wGuIYx5ZVLoc,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Woman,,Mixed,,Prefer not to answer,,No,Plastic bottled water,No,,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:49,IP Address,100,228,TRUE,11/7/2023 13:49,R_2aL8DSysY9nop2P,qr,EN,"Yes, I want to participate",24,Master,Asian,Man,,Prefer not to answer,,Prefer not to answer,,No,Tap water,No,Public Supply,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,2,6,5,7,1,People’s opinion ,No,2-6 glasses per day
11/7/2023 13:48,11/7/2023 13:49,IP Address,100,75,TRUE,11/7/2023 13:49,R_10uw2ndtKHLgle4,qr,EN,"Yes, I want to participate",20,Senior,Asian,Man,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,7-12 glasses per
11/7/2023 13:45,11/7/2023 13:49,IP Address,100,246,TRUE,11/7/2023 13:49,R_sdvUQ8YVnCT1BBf,qr,EN,"Yes, I want to participate",24,Master,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,,,,,,,,,No,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:49,IP Address,100,231,TRUE,11/7/2023 13:49,R_1l3O919iKIvwh23,qr,EN,"Yes, I want to participate",18,Freshman,White/Caucasian,Woman,,Mixed,,Zip Code,2125,,Plastic bottled water,Yes,Public Supply,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,2,7,1,6,4,3,5,consistently updated scientific data on the quality of tap water as well as confirmed knowledge that taps are being cleaned/changed regularly ,,7-12 glasses per
11/7/2023 13:47,11/7/2023 13:49,IP Address,100,139,TRUE,11/7/2023 13:49,R_27ahWVkZo7MQXAf,qr,EN,"Yes, I want to participate",19,Freshman,White/Caucasian,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,3,2,1,4,5,6,7,,Yes,2-6 glasses per day
11/7/2023 13:46,11/7/2023 13:49,IP Address,100,206,TRUE,11/7/2023 13:49,R_2fy3vDJHdr6w3lA,qr,EN,"Yes, I want to participate",24,Senior,Prefer not to answer,Woman,,Prefer not to answer,,Zip Code,2142,No,Tap water,Yes,Well,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,No,2-6 glasses per day
11/7/2023 13:47,11/7/2023 13:49,IP Address,100,157,TRUE,11/7/2023 13:49,R_3PLvUNZHLDItyHm,qr,EN,"Yes, I want to participate",25,Other,Asian,Man,,Mostly liberal,,Zip Code,2169,,Tap water,Yes,,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,filtering and safety regulations,Yes,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:50,IP Address,100,267,TRUE,11/7/2023 13:50,R_XsNZcTDrSSulU0F,qr,EN,"Yes, I want to participate",19,Freshman,White/Caucasian,Man,,Consistently liberal,,Zip Code,2132,No,Tap water,Yes,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,,,,,,,Using one of those filter things that you put on the tap.,Yes,2-6 glasses per day
11/7/2023 13:48,11/7/2023 13:50,IP Address,100,152,TRUE,11/7/2023 13:50,R_3L609pSbBVr4TG8,qr,EN,"Yes, I want to participate",23,Master,Asian,Man,,Mixed,,Zip Code,2125,,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,7-12 glasses per
11/7/2023 13:47,11/7/2023 13:50,IP Address,100,220,TRUE,11/7/2023 13:50,R_w4Rd48CHRUC2e9b,qr,EN,"Yes, I want to participate",19,Freshman,Black or African American,Woman,,Prefer not to answer,,Zip Code,2118,No,Plastic bottled water,Yes,Public Supply,,,,,,1,2,3,5,6,7,4,,,2-6 glasses per day
11/7/2023 13:46,11/7/2023 13:50,IP Address,100,247,TRUE,11/7/2023 13:50,R_3h6IldybQaKZLSL,qr,EN,"Yes, I want to participate",22,Other,Hispanic or Latino,Woman,,Consistently liberal,,Zip Code,2151,No,Glass bottled/canned/boxed water,Yes,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,5,4,6,3,7,2,1,I don’t know ,,7-12 glasses per
11/7/2023 13:48,11/7/2023 13:51,IP Address,100,146,TRUE,11/7/2023 13:51,R_1I60ncjB6onK1YU,qr,EN,"Yes, I want to participate",23,Junior,Prefer not to answer,Man,,Consistently conservative,,Zip Code,2072,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,1,3,2,7,5,4,6,Idk ,,7-12 glasses per
11/7/2023 13:47,11/7/2023 13:51,IP Address,100,244,TRUE,11/7/2023 13:51,R_RlEr0Oq1lOfq3fP,qr,EN,"Yes, I want to participate",19,Freshman,Black or African American,Man,,Mostly conservative,,Zip Code,2150,No,Plastic bottled water,No,Public Supply,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2,4,5,3,6,1,7,making the taste better ,,2-6 glasses per day
11/7/2023 13:47,11/7/2023 13:51,IP Address,100,240,TRUE,11/7/2023 13:51,R_CevC4sAgl4hjtV7,qr,EN,"Yes, I want to participate",19,Freshman,Black or African American,Man,,Prefer not to answer,,Zip Code,2121,No,Plastic bottled water,No,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,1,2,3,6,7,5,4,if there was more transparency on the subject,,2-6 glasses per day
11/7/2023 13:49,11/7/2023 13:51,IP Address,100,116,TRUE,11/7/2023 13:51,R_2bJKUvZ7sQKU5IG,qr,EN,"Yes, I want to participate",20,Junior,"Asian,White/Caucasian",Man,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,No,Well,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,7-12 glasses per
11/7/2023 13:49,11/7/2023 13:51,IP Address,100,119,TRUE,11/7/2023 13:51,R_1n9gevOdr0LkH2Z,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2189,No,Plastic bottled water,No,,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,1,2,3,4,5,6,7,,,2-6 glasses per day
11/7/2023 13:45,11/7/2023 13:51,IP Address,100,361,TRUE,11/7/2023 13:51,R_25X8WRxGj4PruMZ,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Man,,Mostly liberal,,Zip Code,2132,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,1,2,3,4,5,6,7,,,2-6 glasses per day
11/7/2023 13:49,11/7/2023 13:52,IP Address,100,148,TRUE,11/7/2023 13:52,R_3R1tQZLyctIpGbO,qr,EN,"Yes, I want to participate",21,Junior,White/Caucasian,Man,,Consistently conservative,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:49,11/7/2023 13:52,IP Address,100,140,TRUE,11/7/2023 13:52,R_2ab3uB3VNAzMyCE,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Woman,,Consistently conservative,,Prefer not to answer,,No,Plastic bottled water,No,Well,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,7-12 glasses per
11/7/2023 13:49,11/7/2023 13:52,IP Address,100,157,TRUE,11/7/2023 13:52,R_2DT6MujhF9So9Wq,qr,EN,"Yes, I want to participate",23,Junior,White/Caucasian,Gender not listed. My gender is,Her/she,Mixed,,Prefer not to answer,,No,Glass bottled/canned/boxed water,No,Well,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:50,11/7/2023 13:52,IP Address,100,167,TRUE,11/7/2023 13:52,R_2ypkRycTzWXGoQh,qr,EN,"Yes, I want to participate",21,Senior,Prefer not to answer,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,No,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,5,1,4,3,7,2,6,I already trust it,No,Less than 2 glasses per day
11/7/2023 13:46,11/7/2023 13:52,IP Address,100,413,TRUE,11/7/2023 13:52,R_2xQW98J25H51IY1,qr,EN,"Yes, I want to participate",18,Freshman,Prefer not to answer,Woman,,Prefer not to answer,,Zip Code,2143,No,Tap water,Yes,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,Yes,7-12 glasses per
11/7/2023 13:48,11/7/2023 13:53,IP Address,100,292,TRUE,11/7/2023 13:53,R_11ZUlKr6d5ZCGEQ,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Man,,Mostly conservative,,Zip Code,2184,,Plastic bottled water,No,Public Supply,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,If there was a filter,,7-12 glasses per
11/7/2023 13:49,11/7/2023 13:53,IP Address,100,223,TRUE,11/7/2023 13:53,R_3O1gJvk65komuAc,qr,EN,"Yes, I want to participate",18,Freshman,White/Caucasian,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Well,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,7-12 glasses per
11/7/2023 13:47,11/7/2023 13:53,IP Address,100,369,TRUE,11/7/2023 13:53,R_2R2H1OZRsIOZeeF,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Man,,Mixed,,Zip Code,2121,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,Trusted source with website and information on water,,7-12 glasses per
11/7/2023 13:48,11/7/2023 13:54,IP Address,100,365,TRUE,11/7/2023 13:54,R_2AG9P7qejkfCcUB,qr,EN,"Yes, I want to participate",24,Master,Asian,Man,,Mostly liberal,,Zip Code,2125,Yes,Plastic bottled water,No,,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,
11/7/2023 13:50,11/7/2023 13:54,IP Address,100,257,TRUE,11/7/2023 13:54,R_bqQPLDQs6vWumZj,qr,EN,"Yes, I want to participate",21,Senior,Black or African American,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Public Supply,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,3,5,1,6,4,7,2,,,13 or more glasses per day
11/7/2023 13:52,11/7/2023 13:55,IP Address,100,177,TRUE,11/7/2023 13:55,R_veto5y7Tt1XlIpr,qr,EN,"Yes, I want to participate",24,Master,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,6,7,1,5,4,2,3,Just heard it from people in my community,No,2-6 glasses per day
11/7/2023 13:46,11/7/2023 14:00,IP Address,100,862,TRUE,11/7/2023 14:00,R_3HzC879YUkt3Wwt,qr,EN,"Yes, I want to participate",18,Freshman,,Woman,,Mostly liberal,,Zip Code,2176,No,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,,,,,,Less than 2 glasses per day
11/7/2023 13:47,11/7/2023 15:14,IP Address,100,5210,TRUE,11/7/2023 15:14,R_2c7t8xaYXz30mW1,qr,EN,"Yes, I want to participate",21,Senior,White/Caucasian,Man,,Mixed,,Zip Code,2148,No,Tap water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1,2,4,3,7,6,5,,Yes,7-12 glasses per
11/7/2023 15:37,11/7/2023 15:39,IP Address,100,110,TRUE,11/7/2023 15:39,R_2PoHr6cz7Gwy1Jj,qr,EN,"Yes, I want to participate",27,PhD,Asian,Man,,Other,,Prefer not to answer,,,Plastic bottled water,Yes,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2,5,1,3,6,4,7,Some time it is the only way to get water,,2-6 glasses per day
11/1/2023 9:25,11/1/2023 9:25,IP Address,12,5,FALSE,11/8/2023 8:25,R_2RX2tjOZLdWqzdl,qr,EN,"Yes, I want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2023 9:25,11/1/2023 9:33,IP Address,76,497,FALSE,11/8/2023 8:34,R_242WBYVGI2R3jyi,qr,EN,"Yes, I want to participate",,Senior,Prefer not to answer,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Public Supply,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,
11/1/2023 10:57,11/1/2023 11:00,IP Address,82,176,FALSE,11/8/2023 10:00,R_W87csbV5dB53dgl,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Woman,,Mostly conservative,,Zip Code,2472,No,Plastic bottled water,No,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,
11/1/2023 10:57,11/1/2023 11:03,IP Address,82,314,FALSE,11/8/2023 10:03,R_1OjW2YhbxdN5ZUL,qr,EN,"Yes, I want to participate",18,Freshman,"Black or African American,Hispanic or Latino",Woman,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,Yes,,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,1,7,3,4,6,2,5,,,
11/1/2023 11:13,11/1/2023 11:14,IP Address,71,48,FALSE,11/8/2023 10:14,R_3dXERgqgkFJ71Cb,qr,EN,"Yes, I want to participate",19,Sophomore,Hispanic or Latino,Man,,Mixed,,,,No,Tap water,Yes,Public Supply,,,,,,,,,,,,,,,
11/1/2023 11:29,11/1/2023 11:29,IP Address,18,12,FALSE,11/8/2023 10:29,R_4VCe8Es8B04HxIJ,qr,EN,"Yes, I want to participate",19,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2023 11:31,11/1/2023 11:32,IP Address,18,48,FALSE,11/8/2023 10:32,R_Aywie8elNS0aqXv,qr,EN,"Yes, I want to participate",21,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:39,11/2/2023 13:40,IP Address,59,64,FALSE,11/9/2023 12:43,R_3nTRhQWgw4I2lZD,qr,EN,"Yes, I want to participate",24,Junior,Hispanic or Latino,Woman,,,,Prefer not to answer,,,Glass bottled/canned/boxed water,,,,,,,,,,,,,,,,,
11/2/2023 13:44,11/2/2023 13:44,IP Address,18,13,FALSE,11/9/2023 12:58,R_1BWrPWKskZkj5eX,qr,EN,"Yes, I want to participate",19,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2023 8:30,11/12/2023 8:35,IP Address,100,311,TRUE,11/12/2023 8:35,R_7Om3xHE0SNhmSRj,qr,EN,"Yes, I want to participate",37,Junior,Asian,Woman,,Mostly liberal,,Prefer not to answer,,No,Tap water,No,Public Supply,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,Source of origin,Yes,7-12 glasses per
11/7/2023 10:28,11/7/2023 10:28,IP Address,18,26,FALSE,11/14/2023 10:28,R_1AMCyCJF1vWBEiJ,qr,EN,"Yes, I want to participate",67,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2023 11:19,11/7/2023 11:21,IP Address,76,135,FALSE,11/14/2023 11:21,R_06R9MJfvSqVa2it,qr,EN,"Yes, I want to participate",22,Senior,Black or African American,Man,,Mostly liberal,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,
